text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"""Le 5 juillet 2018, deux juges d’instruction, Mme Thibaut et M. Ruymbeke, nous ont signifié la confiscation de la p… https://t.co/7NaR4up7Vl",FALSE,165,NA,7/9/18 8:04,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,119,FALSE,FALSE,NA,NA
"🎙 « Deux juges ont décidé, violant la présomption d'innocence, sans aucun jugement d'un tribunal, d'assassiner le p… https://t.co/KIldM5ICi6",FALSE,511,NA,7/9/18 7:41,TRUE,NA,1.01623E+18,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",MLP_officiel,523,FALSE,FALSE,NA,NA
"""J'attends que tous ceux qui disent se battre pour la démocratie et le pluralisme s'élèvent contre la décision qui… https://t.co/Xh2E1xNxQF",FALSE,354,NA,7/9/18 6:54,TRUE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,200,FALSE,FALSE,NA,NA
"""Dès qu'il y a un accident, on met en cause les #policiers. Souvenez-tous l'affaire Théo. A Nantes, est-ce que cela… https://t.co/241tOd4bHp",FALSE,354,NA,7/9/18 6:53,TRUE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,186,FALSE,FALSE,NA,NA
"""Je veux que l'on mette en place une présomption de légitime défense pour nos #policiers."" #BourdinDirect #AlerteDémocratie",FALSE,177,NA,7/9/18 6:52,FALSE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,107,FALSE,FALSE,NA,NA
"""Je crois en la démocratie, j'irai écouter le discours du Président. Nous aspirons à être un parti de gouvernement,… https://t.co/gs5zwuA2QK",FALSE,214,NA,7/9/18 6:50,TRUE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,118,FALSE,FALSE,NA,NA
"""Cette affaire est une bombe atomique au niveau européen et même mondial. Que va-ton dire de notre démocratie ?""… https://t.co/2XhIeI0yTO",FALSE,194,NA,7/9/18 6:50,TRUE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,112,FALSE,FALSE,NA,NA
"""Je veux bien que l'on discute de notre tête de liste aux #Européennes2019 M. @JJBourdin_RMC, mais y aura-t-il une… https://t.co/0QUABjrJvM",FALSE,151,NA,7/9/18 6:49,TRUE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,104,FALSE,FALSE,NA,NA
"""On en a marre de ces persécutions. Nous sommes un parti politique qui n'arrive même pas à obtenir un prêt, qui n'a… https://t.co/HhCUQ7rKFm",FALSE,315,NA,7/9/18 6:48,TRUE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,220,FALSE,FALSE,NA,NA
"""L'Union européenne ne respecte pas le principe du contradictoire, ni la présomption d'innocence. Elle n'est même p… https://t.co/69xvstLdpl",FALSE,176,NA,7/9/18 6:47,TRUE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,113,FALSE,FALSE,NA,NA
"""Cette saisie honteuse de nos revenus a été faite sur ordre du Parquet financier, qui est politiquement à gauche.""… https://t.co/SGEflSlnTE",FALSE,185,NA,7/9/18 6:47,TRUE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,127,FALSE,FALSE,NA,NA
"""A l'époque, le président socialiste du Parlement européen M. Schulz a directement fait appel à la Ministre de la J… https://t.co/XMm2O8364X",FALSE,135,NA,7/9/18 6:45,TRUE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,90,FALSE,FALSE,NA,NA
"""Nos députés et nos assistants travaillent CONTRE l'Union européenne, qui fait mal à notre peuple, et c'est cela qu… https://t.co/pcqX8wza7x",FALSE,206,NA,7/9/18 6:44,TRUE,NA,1.01621E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,126,FALSE,FALSE,NA,NA
